,CHURN,AREA,VMAIL,VMAIL_MSGS,DAY_MINS,DAY_CALLS,DAY_CHARGE,EVE_MINS,EVE_CALLS,EVE_CHARGE,NIGHT_MINS,NIGHT_CALLS,NIGHT_CHARGE,INTL_MINS,INTL_CALLS,INTL_CHARGE,SVC_CALLS
690,0,510,1,0,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3
691,0,415,1,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1
692,0,415,1,0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2
693,0,415,1,0,209.2,134,35.56,0.0,0,0.0,175.4,94,7.89,11.8,6,3.19,1
694,0,510,1,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1
695,1,408,1,0,149.0,73,25.33,131.0,81,11.14,238.6,69,10.74,8.6,3,2.32,2
696,0,510,1,0,204.5,63,34.77,208.8,95,17.75,224.0,119,10.08,9.8,2,2.65,0
697,1,408,1,0,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0
698,0,415,0,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0
699,0,415,1,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7.0,5,1.89,1
700,0,415,1,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0
701,0,415,1,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1
702,0,415,0,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4
703,1,415,1,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1
704,0,415,0,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0
705,0,408,1,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0
706,0,415,1,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0
707,0,415,0,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1
708,1,415,1,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1
709,0,415,1,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1
710,0,408,1,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2
711,1,408,1,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0
712,0,415,1,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2
713,1,415,1,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5
714,0,415,1,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7
715,0,415,1,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3
716,0,408,1,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1
717,0,415,1,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1
718,0,415,0,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1
719,1,408,1,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6
720,0,415,1,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1
721,1,415,1,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10.0,3,2.7,5
722,1,415,0,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6
723,0,415,1,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1
724,0,415,0,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0
725,1,408,1,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3
726,0,415,1,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1
727,0,408,1,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1
728,0,415,0,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0
729,1,415,1,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1
730,0,408,1,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2
731,0,415,0,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1
732,1,415,1,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0
733,1,415,0,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2
734,0,510,1,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0
735,0,510,1,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1
736,0,415,1,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0
737,0,415,1,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1
738,0,408,1,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0
739,0,510,1,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1
740,1,408,1,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7
741,1,415,1,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3
742,0,415,1,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1
743,0,510,1,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2
744,0,415,1,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1
745,0,408,1,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1
746,0,415,1,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3
747,0,415,0,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2
748,1,408,1,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3
749,0,415,1,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3
750,1,408,1,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2
751,0,415,0,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1
752,0,415,1,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1
753,0,415,0,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1
754,0,408,1,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1
755,1,408,1,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1
756,0,415,0,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2
757,0,408,0,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1
758,0,408,0,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0
759,0,415,1,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0
760,0,415,1,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1
761,0,510,1,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3
762,0,408,1,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1
763,1,415,1,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3
764,0,415,1,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1
765,0,415,1,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1
766,0,415,1,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2
767,0,415,1,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1
768,0,510,1,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3
769,0,415,0,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0
770,0,408,0,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5
771,0,408,1,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2
772,0,415,0,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1
773,0,510,1,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1
774,0,415,1,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2
775,0,510,1,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0
776,0,415,0,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2
777,0,510,1,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1
778,0,408,1,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5
779,0,415,1,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2
780,1,408,1,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3
781,0,415,0,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1
782,0,415,1,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0
783,0,415,0,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0
784,1,510,0,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4
785,0,415,1,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1
786,0,415,0,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2
787,0,510,0,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6
788,0,415,0,28,220.3,96,37.45,285.8,72,24.29,203.0,111,9.14,9.4,6,2.54,4
789,0,415,1,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1
790,0,415,0,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0
791,0,415,1,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3
792,0,415,1,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3
793,0,510,1,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1
794,0,510,1,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1
795,0,415,0,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1
796,1,415,1,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4
797,0,415,1,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3
798,0,408,1,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0
799,0,510,0,28,110.0,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2
800,0,415,1,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1
801,0,415,1,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0
802,0,408,1,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0
803,0,408,1,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0
804,0,408,1,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1
805,0,408,1,0,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1
806,1,415,1,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2
807,0,510,1,0,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,4,4.0,1
808,0,415,1,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2
809,0,408,1,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0
810,0,415,1,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3
811,1,415,1,0,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,13.5,4,3.65,4
812,0,415,1,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1
813,0,415,1,0,129.3,103,21.98,202.8,89,17.24,233.0,126,10.49,12.9,2,3.48,2
814,0,415,1,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0
815,0,415,1,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0
816,0,408,1,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2
817,0,510,1,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2
818,0,510,1,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1
819,0,510,1,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3
820,0,510,0,35,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2
821,0,415,1,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3
822,0,408,1,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2
823,0,415,0,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,0
824,0,408,0,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1
825,1,408,1,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4
826,0,408,0,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3
827,0,510,1,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3
828,0,415,1,0,100.0,98,17.0,173.5,95,14.75,218.0,122,9.81,10.1,4,2.73,0
829,0,415,0,21,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,9.5,1,2.57,2
830,0,415,0,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1
831,1,510,1,0,154.5,122,26.27,214.2,71,18.21,178.0,105,8.01,12.0,2,3.24,3
832,0,408,0,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1
833,1,415,1,0,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,8.5,5,2.3,0
834,0,408,0,38,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2.0,2
835,0,510,1,0,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,6.6,3,1.78,1
836,0,510,0,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2
837,0,415,1,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10.0,3,2.7,2
838,0,408,0,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0
839,0,408,1,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1
840,1,510,1,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5
841,0,415,1,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0
842,0,415,1,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6
843,0,510,1,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3
844,0,510,1,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0
845,0,415,1,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2
846,0,415,1,0,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3
847,0,510,1,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3
848,0,408,1,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0
849,0,415,0,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1
850,0,510,0,30,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3
851,0,510,1,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1
852,0,408,1,0,97.1,98,16.51,228.0,131,19.38,240.0,111,10.8,10.6,3,2.86,1
853,0,415,1,0,94.1,93,16.0,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0
854,1,510,1,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2
855,0,415,1,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1
856,0,415,0,27,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1
857,0,415,0,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3
858,0,415,1,0,185.4,114,31.52,191.4,119,16.27,144.0,78,6.48,10.0,11,2.7,2
859,0,415,1,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0
860,0,408,1,0,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0
861,0,415,1,0,173.0,131,29.41,190.4,108,16.18,290.0,66,13.05,10.4,2,2.81,0
862,0,415,0,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1
863,0,415,0,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3
864,0,415,1,0,195.9,111,33.3,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2
865,0,510,0,13,214.2,61,36.41,181.2,88,15.4,174.0,68,7.83,10.3,2,2.78,0
866,0,415,1,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0
867,0,408,0,26,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1
868,0,408,1,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1
869,0,408,0,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11.0,8,2.97,2
870,0,415,1,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0
871,0,408,0,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1
872,0,510,0,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1
873,1,415,1,0,139.3,89,23.68,192.3,95,16.35,151.0,75,6.8,9.3,3,2.51,7
874,1,415,1,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2
875,0,408,1,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0
876,0,408,1,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4
877,0,408,1,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1
878,0,415,1,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2
879,0,408,0,33,177.1,100,30.11,194.0,85,16.49,253.4,124,11.4,5.2,5,1.4,1
880,0,408,1,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0
881,0,415,0,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2
882,0,408,1,0,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1
883,0,415,1,0,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3
884,0,408,0,17,204.9,84,34.83,201.0,102,17.09,219.7,97,9.89,11.3,5,3.05,0
885,0,408,0,24,225.5,119,38.34,182.0,108,15.47,270.9,106,12.19,9.4,2,2.54,3
886,1,510,1,0,169.7,115,28.85,141.4,123,12.02,253.0,115,11.39,10.5,3,2.84,4
887,0,415,1,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0
888,1,415,1,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4
889,0,415,1,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3
890,0,510,0,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2
891,0,510,0,25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3
892,0,510,1,0,189.7,76,32.25,156.1,65,13.27,244.0,91,10.98,8.3,3,2.24,5
893,1,415,1,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2
894,0,415,1,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2
895,0,415,1,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3
896,0,510,1,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1
897,0,408,0,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1
898,0,510,1,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3
899,0,408,1,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2
900,0,415,1,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2
901,0,408,1,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5
902,0,415,0,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1
903,0,510,1,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2
904,0,415,1,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10.0,4,2.7,3
905,1,408,1,0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5
906,0,415,1,0,186.8,94,31.76,207.6,92,17.65,195.0,98,8.78,8.8,4,2.38,3
907,0,510,1,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1
908,0,415,1,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4
909,1,415,1,0,205.9,97,35.0,277.4,117,23.58,202.0,139,9.09,11.0,2,2.97,0
910,0,510,1,0,207.2,138,35.22,214.1,83,18.2,193.0,105,8.69,11.9,4,3.21,1
911,0,415,0,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2
912,1,408,1,0,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0
913,0,415,1,0,190.0,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1
914,0,415,1,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2
915,0,415,0,47,173.7,117,29.53,204.0,114,17.34,174.6,94,7.86,6.3,3,1.7,2
916,0,408,1,0,114.8,94,19.52,150.0,104,12.75,268.6,119,12.09,9.6,4,2.59,2
917,0,408,1,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3
918,1,415,1,0,143.2,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4
919,0,415,1,0,184.4,111,31.35,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3
920,0,415,1,0,227.4,67,38.66,248.0,115,21.08,61.4,109,2.76,7.8,6,2.11,1
921,0,408,1,0,224.0,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0
922,0,510,1,0,216.2,95,36.75,185.7,105,15.78,300.0,143,13.5,10.0,5,2.7,2
923,0,415,1,0,129.9,121,22.08,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59,0
924,0,510,0,30,230.1,108,39.12,287.6,76,24.45,177.1,85,7.97,6.9,3,1.86,2
925,0,415,1,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11.0,5,2.97,1
926,0,408,0,44,216.6,101,36.82,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46,1
927,1,415,1,0,247.5,85,42.08,225.4,93,19.16,244.3,132,10.99,10.2,2,2.75,2
928,0,510,1,0,228.1,93,38.78,136.4,106,11.59,197.3,107,8.88,9.0,2,2.43,1
929,1,415,1,0,225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1
930,1,415,1,0,103.5,115,17.6,117.9,102,10.02,201.0,94,9.05,12.0,3,3.24,4
931,0,415,1,0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0
932,0,408,1,0,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1
933,0,510,1,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3
934,0,415,1,0,143.8,71,24.45,184.0,131,15.64,275.5,132,12.4,12.9,4,3.48,3
935,0,408,0,43,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2
936,0,510,0,28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0
937,0,415,1,0,141.4,128,24.04,146.4,70,12.44,123.0,75,5.54,8.1,4,2.19,0
938,0,408,0,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1
939,0,415,1,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0
940,0,408,1,0,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1
941,0,408,1,0,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1
942,0,408,1,0,215.6,74,36.65,192.9,98,16.4,144.0,103,6.48,10.1,4,2.73,5
943,0,415,1,0,180.0,100,30.6,229.0,103,19.47,139.4,105,6.27,7.8,8,2.11,3
944,0,510,1,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2
945,0,415,1,0,196.5,88,33.41,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,0
946,0,415,1,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0
947,0,415,1,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3
948,0,408,0,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1
949,0,415,1,0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1
950,1,510,1,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0
951,1,415,1,0,174.7,151,29.7,148.0,56,12.58,168.2,109,7.57,15.8,3,4.27,6
952,1,415,1,0,240.0,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0
953,0,510,0,37,181.2,76,30.8,177.6,98,15.1,228.0,136,10.26,5.0,3,1.35,2
954,0,415,1,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1
955,0,415,0,41,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0
